"SKU","Name","Published","Is featured?","Visibility in catalog","Short description","Tax status","In stock?","Regular price","Categories","Meta: _pret_volum","Meta: _prag_volum","Meta: _unitate_pret","Meta: _moneda","Meta: _pret_container","Meta: _capacitate_kwh","Meta: _sursa_catalog","Meta: _perioada_eticheta","Meta: _valabil_de","Meta: _valabil_pana","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 6 name","Attribute 6 value(s)","Attribute 6 visible","Attribute 6 global"
"BOS-G60","Deye BOS-G60, 61.44 kWh IP20 - STOCARE INDOOR","1","0","visible","","taxable","1","8500","Stocare Energie > Sisteme Stocare Complete","","","buc","EUR","","61.44","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Deye","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","High Voltage","1","1","Capacitate (kWh)","30 - 100 kWh","1","1","Protecție IP","IP20","1","1","","","",""
"GE-F60-EU","Deye GE-F60-EU, 61.4 kWh IP65 - STOCARE OUTDOOR","1","0","visible","","taxable","1","13500","Stocare Energie > Sisteme Stocare Complete","","","buc","EUR","","61.4","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Deye","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","High Voltage","1","1","Capacitate (kWh)","30 - 100 kWh","1","1","Protecție IP","IP65","1","1","","","",""
"PACHET-STOCARE-DEYE-BOS-A-99-84-KWH","Pachet Stocare Deye BOS-A 99.84 kWh","1","0","visible","","taxable","1","13880","Stocare Energie > Sisteme Stocare Complete","","","buc","EUR","","99.84","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Deye","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","High Voltage","1","1","Capacitate (kWh)","30 - 100 kWh","1","1","","","","","","","",""
"PACHET-STOCARE-DEYE-BOS-A-161-98-KWH","Pachet Stocare Deye BOS-A 161.98 kWh","1","0","visible","","taxable","1","22020","Stocare Energie > Sisteme Stocare Complete","","","buc","EUR","","161.98","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Deye","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","High Voltage","1","1","Capacitate (kWh)","peste 100 kWh","1","1","","","","","","","",""
"PACHET-STOCARE-DEYE-BOS-B-PRO-128-KWH","Pachet Stocare Deye BOS-B PRO, 128 kWh","1","0","visible","","taxable","1","14300","Stocare Energie > Sisteme Stocare Complete","","","buc","EUR","","128","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Deye","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","High Voltage","1","1","Capacitate (kWh)","peste 100 kWh","1","1","","","","","","","",""
"PACHET-STOCARE-DEYE-BOS-B-PRO-241-5-KWH","Pachet Stocare Deye BOS-B PRO, 241.5 kWh","1","0","visible","","taxable","1","24000","Stocare Energie > Sisteme Stocare Complete","","","buc","EUR","","241.5","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Deye","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","High Voltage","1","1","Capacitate (kWh)","peste 100 kWh","1","1","","","","","","","",""
"SUN-MPPT-L01-EU-AM8","SUN-MPPT-L01-EU-AM8","1","0","visible","","taxable","1","1500","Echipamente Conversie & Comutare","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Deye","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","High Voltage","1","1","","","","","","","","","","","",""
"SUN-125K-PCS01HP3","SUN-125K-PCS01HP3","1","0","visible","","taxable","1","3500","Echipamente Conversie & Comutare","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Deye","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","High Voltage","1","1","","","","","","","","","","","",""
"SUN-STS500L","SUN-STS500L","1","0","visible","","taxable","1","4600","Echipamente Conversie & Comutare","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Deye","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","High Voltage","1","1","","","","","","","","","","","",""
"GE-F256","Deye GE-F256","1","0","visible","","taxable","1","33500","Stocare Energie > Sisteme Stocare Complete","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Deye","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","High Voltage","1","1","","","","","","","","","","","",""
"SE-F5","Deye SE-F5 PRO","1","0","visible","","taxable","1","637","Stocare Energie > Acumulatori Low-Voltage","609","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Deye","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","Low Voltage","1","1","","","","","","","","","","","",""
"SE-G5.1PRO-B","Deye SE-G5.1PRO-B","1","0","visible","","taxable","1","660","Stocare Energie > Acumulatori Low-Voltage","650","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Deye","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","Low Voltage","1","1","","","","","","","","","","","",""
"SE-F12","Deye SE-F12 C","1","0","visible","","taxable","1","1280","Stocare Energie > Acumulatori Low-Voltage","1260","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Deye","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","Low Voltage","1","1","","","","","","","","","","","",""
"SE-F16","Deye SE-F16 C","1","1","visible","","taxable","1","1580","Stocare Energie > Acumulatori Low-Voltage","1520","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Deye","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","Low Voltage","1","1","","","","","","","","","","","",""
"AE-FS2.0-2H2","Deye AE-FS2.0-2H2 – Sistem Micro ESS All-in-One","1","0","visible","","taxable","1","628","Stocare Energie > Micro ESS / Balcon","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Deye","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"AE-F2.0","Deye AE-F2.0 – Acumulator suplimentar Micro ESS","1","0","visible","","taxable","1","395","Stocare Energie > Micro ESS / Balcon","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Deye","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"Smart-TX01","DEYE SUN Smart-TX01 Lora","1","0","visible","","taxable","1","55","Stații de Încărcare Auto","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Deye","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"SUN-EVSE11K01-EU-AC","DEYE SUN-EVSE11K01-EU-AC","1","0","visible","","taxable","1","283","Stații de Încărcare Auto","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Deye","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"SUN-EVSE22K01-EU-AC","DEYE SUN-EVSE22K01-EU-AC","1","0","visible","","taxable","1","298","Stații de Încărcare Auto","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Deye","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"SUN-SMART-PLUG","SUN Smart Plug","1","0","visible","","taxable","1","45","Monitorizare & Smart Devices > Dispozitive Smart","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Deye","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"SUN-SMART-SWITCH","SUN Smart-Switch","1","0","visible","","taxable","1","75","Monitorizare & Smart Devices > Dispozitive Smart","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Deye","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"DL100B-WiFi","Datalogger DL100B-WiFi","1","0","visible","","taxable","1","36","Monitorizare & Smart Devices > Dispozitive Smart","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Deye","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"SDM230","EASTRON SDM230, monofazat","1","0","visible","","taxable","1","69","Monitorizare & Smart Devices > Smart Meters","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Eastron","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"SDM630","EASTRON SDM630, trifazat cu citire directa","1","0","visible","","taxable","1","119","Monitorizare & Smart Devices > Smart Meters","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Eastron","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"SDM630MCT","EASTRON SDM630MCT, trifazat cu citire prin CT-uri (nu include CT-uri)","1","0","visible","","taxable","1","129","Monitorizare & Smart Devices > Smart Meters","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Eastron","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"E-BOX-48100R","PYTES E-BOX-48100R, 5.12kWh","1","0","visible","","taxable","1","675","Stocare Energie > Acumulatori Low-Voltage","665","12 buc","buc","EUR","","5.12","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Pytes","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","Low Voltage","1","1","Capacitate (kWh)","sub 6 kWh","1","1","","","","","","","",""
"PYTES-V5-5-12KWH","PYTES V5, 5.12kWh","1","0","visible","","taxable","1","705","Stocare Energie > Acumulatori Low-Voltage","695","12 buc","buc","EUR","","5.12","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Pytes","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","Low Voltage","1","1","Capacitate (kWh)","sub 6 kWh","1","1","","","","","","","",""
"PYTES-V5A-5-12-KWH","PYTES V5a, 5.12 kWh","1","0","visible","","taxable","1","715","Stocare Energie > Acumulatori Low-Voltage","705","12 buc","buc","EUR","","5.12","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Pytes","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","Low Voltage","1","1","Capacitate (kWh)","sub 6 kWh","1","1","","","","","","","",""
"PYTES-V12-11-776KWH-CU-INCALZIRE-IP66","PYTES V12 - 11.776kWh, cu încălzire, IP66","1","0","visible","","taxable","1","1400","Stocare Energie > Acumulatori Low-Voltage","","","buc","EUR","","11.776","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Pytes","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","Low Voltage","1","1","Capacitate (kWh)","6 - 15 kWh","1","1","Protecție IP","IP66","1","1","Încălzire","Da","1","1"
"PYTES-V15-14-34KWH","PYTES V15, 14.34kWh","1","0","visible","","taxable","1","1500","Stocare Energie > Acumulatori Low-Voltage","","","buc","EUR","","14.34","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Pytes","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","Low Voltage","1","1","Capacitate (kWh)","6 - 15 kWh","1","1","","","","","","","",""
"LICHIDARE-STOC-PYTES-V16-16KWH-CU-INCALZIRE-IP66","LICHIDARE STOC - PYTES V16 - 16kWh, cu încălzire, IP66","1","0","visible","","taxable","1","1590","Stocare Energie > Acumulatori Low-Voltage","","","buc","EUR","","16","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Disponibilitate","Lichidare stoc","1","1","Tensiune baterie","Low Voltage","1","1","Capacitate (kWh)","15 - 30 kWh","1","1","Protecție IP","IP66","1","1","Încălzire","Da","1","1","","","",""
"FLA48230-EU","FELICITY FLA48230-EU, 11.8kWh","1","0","visible","","taxable","1","1280","Stocare Energie > Acumulatori Low-Voltage","1250","12 buc","buc","EUR","","11.8","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Felicity","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","Low Voltage","1","1","Capacitate (kWh)","6 - 15 kWh","1","1","","","","","","","",""
"FLB48230WG1-H","Felicity FLB48230WG1-H, 11.7kWh, cu încălzire, IP65","1","0","visible","","taxable","1","1300","Stocare Energie > Acumulatori Low-Voltage","1280","12 buc","buc","EUR","","11.7","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Felicity","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","Low Voltage","1","1","Capacitate (kWh)","6 - 15 kWh","1","1","Protecție IP","IP65","1","1","Încălzire","Da","1","1"
"FLA48314-EU","FELICITY FLA48314-EU, 16kWh","1","0","visible","","taxable","1","1475","Stocare Energie > Acumulatori Low-Voltage","1450","12 buc","buc","EUR","","16","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Felicity","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","Low Voltage","1","1","Capacitate (kWh)","15 - 30 kWh","1","1","","","","","","","",""
"FLB48314TG1-H","FELICITY FLB48314TG1-H - 16kWh, cu încălzire, IP65","1","1","visible","","taxable","1","1475","Stocare Energie > Acumulatori Low-Voltage","1450","12 buc","buc","EUR","","16","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Felicity","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","Low Voltage","1","1","Capacitate (kWh)","15 - 30 kWh","1","1","Protecție IP","IP65","1","1","Încălzire","Da","1","1"
"FLA48460TG2-EU","FELICITY FLA48460TG2-EU, 23.5kWh","1","0","visible","","taxable","1","2399","Stocare Energie > Acumulatori Low-Voltage","2370","12 buc","buc","EUR","","23.5","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Felicity","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","Low Voltage","1","1","Capacitate (kWh)","15 - 30 kWh","1","1","","","","","","","",""
"DYNESS-POWERBOX-G2-10-24KWH","DYNESS POWERBOX G2, 10.24kWh","1","0","visible","","taxable","1","1290","Stocare Energie > Acumulatori Low-Voltage","","","buc","EUR","","10.24","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Dyness","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","Low Voltage","1","1","Capacitate (kWh)","6 - 15 kWh","1","1","","","","","","","",""
"DYNESS-POWERBRICK-PLUS-16-07KWH-CU-INCALZIRE-IP65","DYNESS PowerBrick Plus - 16.07kWh, cu încălzire, IP65","1","0","visible","","taxable","1","1724","Stocare Energie > Acumulatori Low-Voltage","1699","12 buc","buc","EUR","","16.07","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Dyness","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","Low Voltage","1","1","Capacitate (kWh)","15 - 30 kWh","1","1","Protecție IP","IP65","1","1","Încălzire","Da","1","1"
"M16S200BL-V1","PCENERSYS M16S200BL-V1, 10.24kWh","1","0","visible","","taxable","1","1150","Stocare Energie > Acumulatori Low-Voltage","","","buc","EUR","","10.24","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","PCEnersys","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","Low Voltage","1","1","Capacitate (kWh)","6 - 15 kWh","1","1","","","","","","","",""
"LV51200H","Hailei LV51200H, 10.24kWh","1","0","visible","","taxable","1","1120","Stocare Energie > Acumulatori Low-Voltage","","","buc","EUR","","10.24","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Hailei","1","1","Disponibilitate","În stoc","1","1","Tensiune baterie","Low Voltage","1","1","Capacitate (kWh)","6 - 15 kWh","1","1","","","","","","","",""
"SPF5000","GROWATT SPF5000 ES","1","0","visible","","taxable","1","355","Invertoare > Off-Grid","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Growatt","1","1","Disponibilitate","Lichidare stoc","1","1","Tip invertor","Off-Grid","1","1","","","","","","","","","","","",""
"SPF6000","GROWATT SPF6000 ES PLUS","1","0","visible","","taxable","1","360","Invertoare > Off-Grid","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Growatt","1","1","Disponibilitate","Lichidare stoc","1","1","Tip invertor","Off-Grid","1","1","","","","","","","","","","","",""
"GROWATT-SPH-5000TL-BL-UP","GROWATT SPH 5000TL BL-UP","1","0","visible","","taxable","1","700","Invertoare > Hibride Monofazate","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Growatt","1","1","Disponibilitate","Lichidare stoc","1","1","Faze","Monofazat","1","1","Tip invertor","Hibrid","1","1","Tensiune baterie","Low Voltage","1","1","","","",""
"GROWATT-SPH-10000TL-HU","GROWATT SPH 10000TL-HU","1","0","visible","","taxable","1","1200","Invertoare > Hibride Monofazate","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Growatt","1","1","Disponibilitate","Lichidare stoc","1","1","Faze","Monofazat","1","1","Tip invertor","Hibrid","1","1","Tensiune baterie","Low Voltage","1","1","","","",""
"GROWATT-SPH-8000-TL3-BH-UP","GROWATT SPH 8000 TL3-BH-UP","1","0","visible","","taxable","1","999","Invertoare > Hibride Trifazate","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Growatt","1","1","Disponibilitate","Lichidare stoc","1","1","Putere (kW)","8","1","1","Faze","Trifazat","1","1","Tip invertor","Hibrid","1","1","Tensiune baterie","High Voltage","1","1"
"GROWATT-SPH-10000-TL3-BH-UP","GROWATT SPH 10000 TL3-BH-UP","1","0","visible","","taxable","1","1050","Invertoare > Hibride Trifazate","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Growatt","1","1","Disponibilitate","Lichidare stoc","1","1","Putere (kW)","10","1","1","Faze","Trifazat","1","1","Tip invertor","Hibrid","1","1","Tensiune baterie","High Voltage","1","1"
"GROWATT-WIT-15K-X-HU","GROWATT WIT 15K-X-HU","1","0","visible","","taxable","1","1390","Invertoare > Hibride Trifazate","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Growatt","1","1","Disponibilitate","Lichidare stoc","1","1","Putere (kW)","15","1","1","Faze","Trifazat","1","1","Tip invertor","Hibrid","1","1","Tensiune baterie","High Voltage","1","1"
"AXE-5-0L-C1","AXE 5.0L-C1","1","0","visible","","taxable","1","790","Stocare Energie > Acumulatori Low-Voltage","750","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Growatt","1","1","Disponibilitate","Lichidare stoc","1","1","Tensiune baterie","Low Voltage","1","1","","","","","","","","","","","",""
"BAZA-SI-CABLURI-CONEXIUNE-PENTRU-GROWATT-AXE-5-0L","Bază și cabluri conexiune pentru Growatt AXE 5.0L","1","0","visible","","taxable","1","60","Stocare Energie > Accesorii Stocare","55","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Growatt","1","1","Disponibilitate","Lichidare stoc","1","1","Tensiune baterie","Low Voltage","1","1","","","","","","","","","","","",""
"HOPE-5-0L-B1","HOPE 5.0L-B1","1","0","visible","","taxable","1","610","Stocare Energie > Acumulatori Low-Voltage","600","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Growatt","1","1","Disponibilitate","Lichidare stoc","1","1","Tensiune baterie","Low Voltage","1","1","","","","","","","","","","","",""
"HOPE-16-0LM-A1","HOPE 16.0LM-A1","1","1","visible","","taxable","1","1450","Stocare Energie > Acumulatori Low-Voltage","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Growatt","1","1","Disponibilitate","Lichidare stoc","1","1","Tensiune baterie","Low Voltage","1","1","","","","","","","","","","","",""
"GROWATT-THOR-03AS-S","GROWATT THOR 03AS-S","1","0","visible","","taxable","1","299","Stații de Încărcare Auto","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Growatt","1","1","Disponibilitate","Lichidare stoc","1","1","","","","","","","","","","","","","","","",""
"GROWATT-SPM-C-MONOFAZAT","GROWATT SPM-C, monofazat","1","0","visible","","taxable","1","70","Monitorizare & Smart Devices > Smart Meters","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Growatt","1","1","Disponibilitate","Lichidare stoc","1","1","","","","","","","","","","","","","","","",""
"GROWATT-TPM-C-TRIFAZAT","GROWATT TPM-C, trifazat","1","0","visible","","taxable","1","110","Monitorizare & Smart Devices > Smart Meters","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Growatt","1","1","Disponibilitate","Lichidare stoc","1","1","","","","","","","","","","","","","","","",""
"S6-EH1P6K-L-PLUS","Solis S6-EH1P6K-L-PLUS, monofazat","1","0","visible","","taxable","1","685","Invertoare > Hibride Monofazate","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Solis","1","1","Disponibilitate","În stoc","1","1","Putere (kW)","6","1","1","Tip invertor","Hibrid","1","1","Tensiune baterie","Low Voltage","1","1","","","",""
"JS3PL15K","Solis/Pytes JS3PL15K, 15kW trifazat + SMART METER","1","0","visible","","taxable","1","1490","Invertoare > Hibride Monofazate","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Solis","1","1","Disponibilitate","În stoc","1","1","Putere (kW)","15","1","1","Tip invertor","Hibrid","1","1","Tensiune baterie","Low Voltage","1","1","","","",""
"PB-068.1","Sistem de montaj panouri fotovoltaice PB-068.1, montare acoperis plat","1","0","visible","Preț la cerere. Contactați-ne pentru ofertă personalizată.","taxable","1","","Sisteme de Montaj > Structuri Acoperiș Plat","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Disponibilitate","La comandă","1","1","Tip acoperiș","Acoperiș plat","1","1","","","","","","","","","","","","","","","",""
"PB-062.1","Sistem de montaj panouri fotovoltaice PB-062.1, montare acoperis plat","1","0","visible","Preț la cerere. Contactați-ne pentru ofertă personalizată.","taxable","1","","Sisteme de Montaj > Structuri Acoperiș Plat","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Disponibilitate","La comandă","1","1","Tip acoperiș","Acoperiș plat","1","1","","","","","","","","","","","","","","","",""
"PB-098","Sistem de montaj panouri fotovoltaice PB-098, montare acoperis plat","1","0","visible","","taxable","1","54.76","Sisteme de Montaj > Structuri Acoperiș Plat","48.99","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Disponibilitate","În stoc","1","1","Tip acoperiș","Acoperiș plat","1","1","","","","","","","","","","","","","","","",""
"PB-096","Sistem de montaj panouri fotovoltaice PB-096, montare acoperis plat","1","0","visible","","taxable","1","117.32","Sisteme de Montaj > Structuri Acoperiș Plat","104.98","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Disponibilitate","În stoc","1","1","Tip acoperiș","Acoperiș plat","1","1","","","","","","","","","","","","","","","",""
"PB-092.2","Sistem de montaj panouri fotovoltaice click-in, PB-092.2 1 SET L2818 25DGE Orizontal","1","0","visible","","taxable","1","129.15","Sisteme de Montaj > Structuri Acoperiș Plat","115.56","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Disponibilitate","În stoc","1","1","Tip acoperiș","Acoperiș plat","1","1","","","","","","","","","","","","","","","",""
"PB-094","Sistem de montaj panouri fotovoltaice click-in, PB-094 1 SET L2818 15DGE Orizontal","1","0","visible","","taxable","1","129.15","Sisteme de Montaj > Structuri Acoperiș Plat","115.56","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Disponibilitate","În stoc","1","1","Tip acoperiș","Acoperiș plat","1","1","","","","","","","","","","","","","","","",""
"L2200","Paravant L2200 (2200x304x0,5)","1","0","visible","","taxable","1","17.03","Sisteme de Montaj > Cleme și Accesorii","15.25","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","","","","","",""
"L2350","Paravant L2350 (2350x304x0,5)","1","0","visible","","taxable","1","21.5","Sisteme de Montaj > Cleme și Accesorii","16.02","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","","","","","",""
"SISTEM-DE-MONTAJ-PENTRU-ACOPERIS-METALIC-CU-SUPORT-U-SI-CLEMA-CA","Sistem de montaj pentru acoperiș metalic cu suport U și clemă capăt","1","0","visible","","taxable","1","4.36","Sisteme de Montaj > Structuri Acoperiș Metalic","3.85","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Disponibilitate","În stoc","1","1","Tip acoperiș","Tablă","1","1","","","","","","","","","","","","","","","",""
"SISTEM-DE-MONTAJ-PENTRU-ACOPERIS-METALIC-CU-SUPORT-U-SI-CLEMA-MI","Sistem de montaj pentru acoperiș metalic cu suport U și clemă mijloc","1","0","visible","","taxable","1","4.36","Sisteme de Montaj > Structuri Acoperiș Metalic","3.85","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Disponibilitate","În stoc","1","1","Tip acoperiș","Tablă","1","1","","","","","","","","","","","","","","","",""
"SINA-DE-MONTARE-TRAPEZOIDALA-ISO-290MM","Șină de montare trapezoidală ISO 290mm","1","0","visible","","taxable","1","2.8","Sisteme de Montaj > Structuri Acoperiș Metalic","2.7","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Disponibilitate","În stoc","1","1","Tip acoperiș","Tablă","1","1","","","","","","","","","","","","","","","",""
"SINA-DE-MONTARE-TRAPEZOIDALA-ISO-540MM","Șină de montare trapezoidală ISO 540mm","1","0","visible","","taxable","1","4.3","Sisteme de Montaj > Structuri Acoperiș Metalic","4.2","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Disponibilitate","În stoc","1","1","Tip acoperiș","Tablă","1","1","","","","","","","","","","","","","","","",""
